docs,query,operator_type,memory_latency_ms,memory_latency_ci_low_ms,memory_latency_ci_high_ms,mmap_latency_ms,mmap_latency_ci_low_ms,mmap_latency_ci_high_ms,mmap_to_memory_ratio,memory_hits,mmap_hits,results_equal
25000,many NEAR/3 other,NEAR/3,1.8404,1.8056,1.8752,20.1204,19.9988,20.2420,10.9326,2829,2829,true
25000,most NEAR/3 common,NEAR/3,1.0442,1.0177,1.0707,19.2640,10.4226,28.1054,18.4486,2419,2419,true
25000,most NEAR/3 important,NEAR/3,2.3120,1.3985,3.2255,22.7678,11.0815,34.4541,9.8477,2904,2917,false
25000,nbsp NEAR/3 million,NEAR/3,1.0232,0.9862,1.0602,10.9708,10.8982,11.0434,10.7220,2090,2090,true
25000,north NEAR/3 america,NEAR/3,0.7044,0.6757,0.7331,7.8146,7.7094,7.9198,11.0940,2580,2589,false
25000,other NEAR/3 hand,NEAR/3,0.7258,0.6992,0.7524,13.7514,13.5748,13.9280,18.9465,2074,2074,true
25000,prime NEAR/3 minister,NEAR/3,0.6392,0.6142,0.6642,5.4428,5.3666,5.5190,8.5150,2563,2563,true
25000,right NEAR/3 thumb,NEAR/3,3.1324,3.0589,3.2059,20.5254,20.4103,20.6405,6.5526,8589,8589,true
25000,same NEAR/3 time,NEAR/3,1.2602,1.2382,1.2822,14.6828,14.6397,14.7259,11.6512,3374,3374,true
25000,same NEAR/3 year,NEAR/3,1.0516,0.8960,1.2072,12.5956,12.4920,12.6992,11.9776,2531,2531,true
25000,style NEAR/3 text,NEAR/3,3.4340,3.3773,3.4907,13.8186,13.7373,13.8999,4.0241,2688,2688,true
25000,text NEAR/3 align,NEAR/3,3.8660,3.8132,3.9188,13.5054,13.3442,13.6666,3.4934,2969,2969,true
25000,thumb NEAR/3 left,NEAR/3,2.1892,2.1639,2.2145,18.4166,17.9214,18.9118,8.4125,5869,5869,true
25000,thumb NEAR/3 right,NEAR/3,3.0474,2.9906,3.1042,20.5282,20.4872,20.5692,6.7363,8589,8589,true
25000,thumb NEAR/3 upright,NEAR/3,1.8770,1.8544,1.8996,15.4642,15.2959,15.6325,8.2388,7753,7753,true
25000,took NEAR/3 place,NEAR/3,0.7618,0.7375,0.7861,8.2340,8.1368,8.3312,10.8086,2831,2831,true
25000,united NEAR/3 kingdom,NEAR/3,1.2622,1.2430,1.2814,11.4462,11.3396,11.5528,9.0685,4461,4461,true
25000,united NEAR/3 nations,NEAR/3,0.9186,0.8831,0.9541,9.9524,9.8491,10.0557,10.8343,2106,2106,true
25000,united NEAR/3 states,NEAR/3,2.7198,2.6875,2.7521,16.9600,16.8196,17.1004,6.2358,9922,9922,true
25000,university NEAR/3 press,NEAR/3,0.8982,0.8325,0.9639,8.6144,8.5517,8.6771,9.5907,3206,3206,true
25000,voting NEAR/3 rights,NEAR/3,0.1162,0.1020,0.1304,3.4610,3.4286,3.4934,29.7849,197,197,true
25000,well NEAR/3 known,NEAR/3,1.1056,1.0857,1.1255,13.7912,13.7111,13.8713,12.4740,2682,2682,true
25000,wikitable NEAR/3 sortable,NEAR/3,0.2936,0.2830,0.3042,4.1270,4.0164,4.2376,14.0565,2252,2252,true
25000,women NEAR/3 education,NEAR/3,0.2246,0.2084,0.2408,5.3520,5.1491,5.5549,23.8290,86,85,false
25000,women NEAR/3 rights,NEAR/3,0.3350,0.3151,0.3549,5.5200,5.4599,5.5801,16.4776,391,393,false
25000,women NEAR/3 science,NEAR/3,0.2050,0.1827,0.2273,5.6306,5.5767,5.6845,27.4663,45,47,false
25000,years NEAR/3 later,NEAR/3,1.3412,1.3215,1.3609,14.2892,14.2085,14.3699,10.6540,3263,3263,true
25000,york NEAR/3 city,NEAR/3,0.9704,0.9479,0.9929,10.5002,10.3835,10.6169,10.8205,2495,2524,false
25000,feminism AND NOT anarchism,NOT,0.0086,0.0033,0.0139,1.2788,1.2115,1.3461,148.6977,207,207,true
25000,five AND NOT area,NOT,0.2892,0.2658,0.3126,7.6436,7.5365,7.7507,26.4302,4652,4652,true
25000,five AND NOT back,NOT,0.3030,0.2880,0.3180,7.1548,7.0202,7.2894,23.6132,3851,3851,true
25000,five AND NOT book,NOT,0.2944,0.2567,0.3321,7.3622,7.2881,7.4363,25.0075,4762,4762,true
25000,five AND NOT caption,NOT,0.3018,0.2766,0.3270,14.1160,13.1430,15.0890,46.7727,4389,4389,true
25000,five AND NOT central,NOT,0.5698,0.5501,0.5895,12.4270,7.0875,17.7665,21.8094,4513,4513,true
25000,five AND NOT city,NOT,0.3996,0.3539,0.4453,10.1378,9.6614,10.6142,25.3699,3739,3739,true
25000,five AND NOT country,NOT,0.2712,0.2567,0.2857,7.8896,7.8021,7.9771,29.0914,4153,4153,true
25000,five AND NOT created,NOT,0.2962,0.2789,0.3135,6.8410,6.7279,6.9541,23.0959,4390,4390,true
25000,five AND NOT death,NOT,0.3288,0.3003,0.3573,7.8288,7.7056,7.9520,23.8102,4154,4154,true
25000,five AND NOT described,NOT,0.2858,0.2644,0.3072,6.6922,6.5989,6.7855,23.4157,4632,4632,true
25000,five AND NOT developed,NOT,0.3128,0.2886,0.3370,6.9698,6.9045,7.0351,22.2820,4503,4503,true
25000,five AND NOT development,NOT,0.2904,0.2756,0.3052,7.0760,6.9861,7.1659,24.3664,4633,4633,true
25000,five AND NOT does,NOT,0.2758,0.2599,0.2917,6.5154,6.4299,6.6009,23.6236,5173,5173,true
25000,five AND NOT down,NOT,0.2912,0.2739,0.3085,6.7016,6.6693,6.7339,23.0137,4164,4164,true
25000,five AND NOT either,NOT,0.2832,0.2653,0.3011,6.5684,6.5449,6.5919,23.1935,4704,4704,true
25000,five AND NOT established,NOT,0.2856,0.2556,0.3156,7.3586,7.3272,7.3900,25.7654,4025,4025,true
25000,five AND NOT family,NOT,0.2782,0.2475,0.3089,7.1044,7.0609,7.1479,25.5370,4404,4404,true
25000,five AND NOT former,NOT,0.2762,0.2561,0.2963,7.1086,7.0479,7.1693,25.7371,4135,4135,true
25000,five AND NOT further,NOT,0.2712,0.2360,0.3064,6.8186,6.7536,6.8836,25.1423,4023,4023,true
25000,five AND NOT held,NOT,0.2704,0.2312,0.3096,6.9474,6.8701,7.0247,25.6930,4017,4017,true
25000,five AND NOT important,NOT,0.2972,0.2696,0.3248,6.9684,6.9068,7.0300,23.4468,4436,4436,true
25000,five AND NOT included,NOT,0.2826,0.2710,0.2942,6.9510,6.8882,7.0138,24.5966,3790,3790,true
25000,five AND NOT just,NOT,0.2990,0.2676,0.3304,6.5816,6.4983,6.6649,22.0120,4240,4240,true
25000,five AND NOT less,NOT,0.3276,0.2973,0.3579,6.8976,6.8693,6.9259,21.0549,4337,4337,true
25000,five AND NOT making,NOT,0.2878,0.2568,0.3188,6.5766,6.4916,6.6616,22.8513,4153,4153,true
25000,five AND NOT named,NOT,0.3058,0.2819,0.3297,6.9368,6.8866,6.9870,22.6841,4103,4103,true
25000,five AND NOT near,NOT,0.2908,0.2462,0.3354,6.8288,6.7853,6.8723,23.4828,4342,4342,true
25000,five AND NOT north,NOT,0.3114,0.2841,0.3387,7.9906,7.9374,8.0438,25.6602,3982,3982,true
25000,five AND NOT original,NOT,0.2796,0.2564,0.3028,6.8752,6.8126,6.9378,24.5894,4454,4454,true
25000,five AND NOT point,NOT,0.2992,0.2854,0.3130,7.0890,7.0270,7.1510,23.6932,4326,4326,true
25000,five AND NOT power,NOT,0.3024,0.2913,0.3135,7.5938,7.5307,7.6569,25.1118,4390,4390,true
25000,five AND NOT present,NOT,0.2776,0.2612,0.2940,6.6330,6.5980,6.6680,23.8941,4334,4334,true
25000,five AND NOT public,NOT,0.2940,0.2761,0.3119,7.5062,7.4235,7.5889,25.5313,3961,3961,true
25000,five AND NOT published,NOT,0.2888,0.2454,0.3322,7.1094,7.0128,7.2060,24.6170,4609,4609,true
25000,five AND NOT rather,NOT,0.2738,0.2531,0.2945,6.5400,6.5037,6.5763,23.8860,4685,4685,true
25000,five AND NOT related,NOT,0.2854,0.2722,0.2986,6.4596,6.4005,6.5187,22.6335,4965,4965,true
25000,five AND NOT result,NOT,0.3040,0.2805,0.3275,6.8038,6.7146,6.8930,22.3809,4258,4258,true
25000,five AND NOT series,NOT,0.3056,0.2795,0.3317,7.7946,7.7416,7.8476,25.5059,4207,4207,true
25000,five AND NOT short,NOT,0.3028,0.2732,0.3324,6.6152,6.5656,6.6648,21.8468,4636,4636,true
25000,five AND NOT single,NOT,0.2886,0.2587,0.3185,7.0158,6.9158,7.1158,24.3098,4424,4424,true
25000,five AND NOT sometimes,NOT,0.2840,0.2602,0.3078,6.6016,6.5259,6.6773,23.2451,5034,5034,true
25000,five AND NOT south,NOT,0.2964,0.2727,0.3201,8.2354,8.1561,8.3147,27.7848,4107,4107,true
25000,five AND NOT style,NOT,0.2684,0.2414,0.2954,9.5592,9.4881,9.6303,35.6155,4404,4404,true
25000,five AND NOT third,NOT,0.2886,0.2688,0.3084,7.3730,6.7078,8.0382,25.5475,3861,3861,true
25000,five AND NOT thus,NOT,0.2874,0.2768,0.2980,6.7582,6.6079,6.9085,23.5150,4827,4827,true
25000,five AND NOT title,NOT,0.2722,0.2495,0.2949,7.0912,6.9824,7.2000,26.0514,4299,4299,true
25000,rights AND NOT copyright,NOT,0.1254,0.1190,0.1318,3.2530,3.1570,3.3490,25.9410,4589,4589,true
25000,science AND NOT computer,NOT,0.1524,0.1359,0.1689,10.0578,5.8484,14.2672,65.9961,3817,3817,true
25000,women AND NOT men,NOT,0.2758,0.2574,0.2942,11.6038,7.3999,15.8077,42.0732,1839,1839,true
25000,five OR area,OR,1.8750,1.7243,2.0257,9.2166,9.0546,9.3786,4.9155,12761,12761,true
25000,five OR back,OR,1.6732,1.6525,1.6939,8.5956,8.3501,8.8411,5.1372,13000,13000,true
25000,five OR book,OR,1.7020,1.6293,1.7747,8.7706,8.6385,8.9027,5.1531,12800,12800,true
25000,five OR caption,OR,1.4866,1.4541,1.5191,6.9236,6.8333,7.0139,4.6573,12977,12977,true
25000,five OR central,OR,1.6760,1.6559,1.6961,8.5198,8.4604,8.5792,5.0834,12637,12637,true
25000,five OR city,OR,2.0558,2.0279,2.0837,11.6760,10.8273,12.5247,5.6795,13729,13729,true
25000,five OR country,OR,1.7440,1.7246,1.7634,9.1924,9.1230,9.2618,5.2709,12647,12647,true
25000,five OR created,OR,1.6058,1.5604,1.6512,8.0368,7.9469,8.1267,5.0049,12652,12652,true
25000,five OR death,OR,1.8256,1.7325,1.9187,9.1274,9.0825,9.1723,4.9997,13266,13266,true
25000,five OR described,OR,1.5830,1.5320,1.6340,7.9776,7.9378,8.0174,5.0395,12812,12812,true
25000,five OR developed,OR,1.6548,1.5951,1.7145,8.2888,8.1761,8.4015,5.0089,13017,13017,true
25000,five OR development,OR,1.6280,1.5993,1.6567,8.4248,8.3574,8.4922,5.1749,12775,12775,true
25000,five OR down,OR,1.5912,1.5560,1.6264,8.3776,7.9059,8.8493,5.2650,12564,12564,true
25000,five OR either,OR,1.5980,1.5592,1.6368,7.9732,7.8832,8.0632,4.9895,13078,13078,true
25000,five OR established,OR,1.7616,1.7200,1.8032,9.0374,8.9512,9.1236,5.1302,12712,12712,true
25000,five OR family,OR,1.7078,1.6635,1.7521,8.6862,8.6282,8.7442,5.0862,12716,12716,true
25000,five OR former,OR,1.7076,1.6497,1.7655,8.6878,8.6179,8.7577,5.0877,12633,12633,true
25000,five OR further,OR,1.6704,1.6333,1.7075,8.3694,8.2568,8.4820,5.0104,12921,12921,true
25000,five OR held,OR,1.6940,1.6340,1.7540,8.5606,8.3818,8.7394,5.0535,12272,12272,true
25000,five OR important,OR,1.8088,1.6374,1.9802,9.2848,8.6460,9.9236,5.1331,13199,13199,true
25000,five OR included,OR,1.9932,1.9422,2.0442,8.9888,8.8913,9.0863,4.5097,12526,12526,true
25000,five OR just,OR,2.0074,1.8369,2.1779,14.7692,6.7847,22.7537,7.3574,12458,12458,true
25000,five OR less,OR,5.4856,4.8065,6.1647,12.8688,3.1478,22.5898,2.3459,13575,13575,true
25000,five OR making,OR,1.7272,1.6686,1.7858,8.0958,8.0469,8.1447,4.6872,12593,12593,true
25000,five OR named,OR,1.7474,1.7005,1.7943,8.4174,8.3210,8.5138,4.8171,13073,13073,true
25000,five OR near,OR,1.6390,1.6013,1.6767,8.3248,8.2714,8.3782,5.0792,12944,12944,true
25000,five OR north,OR,1.8872,1.8297,1.9447,9.9012,9.6991,10.1033,5.2465,13093,13093,true
25000,five OR original,OR,1.6584,1.6042,1.7126,8.3790,8.2321,8.5259,5.0525,12757,12757,true
25000,five OR point,OR,1.6960,1.6547,1.7373,8.6014,8.5490,8.6538,5.0716,13050,13050,true
25000,five OR power,OR,1.7622,1.7310,1.7934,9.2966,9.1718,9.4214,5.2756,12970,12970,true
25000,five OR present,OR,1.6642,1.6234,1.7050,8.1990,7.9966,8.4014,4.9267,12706,12706,true
25000,five OR public,OR,1.8068,1.7741,1.8395,9.3372,9.2255,9.4489,5.1678,12717,12717,true
25000,five OR published,OR,1.7554,1.7282,1.7826,8.7556,8.6425,8.8687,4.9878,12809,12809,true
25000,five OR rather,OR,1.6562,1.6190,1.6934,8.1866,8.0880,8.2852,4.9430,12868,12868,true
25000,five OR related,OR,1.6188,1.5578,1.6798,7.9700,7.9055,8.0345,4.9234,12902,12902,true
25000,five OR result,OR,1.6910,1.6479,1.7341,8.3454,8.2612,8.4296,4.9352,12996,12996,true
25000,five OR series,OR,1.7942,1.7730,1.8154,9.3738,9.2971,9.4505,5.2245,13014,13014,true
25000,five OR short,OR,1.5666,1.5196,1.6136,7.9584,7.9054,8.0114,5.0800,12553,12553,true
25000,five OR single,OR,1.6404,1.6064,1.6744,9.2600,7.6529,10.8671,5.6450,13168,13168,true
25000,five OR sometimes,OR,1.6578,1.5731,1.7425,8.1628,8.0208,8.3048,4.9239,13175,13175,true
25000,five OR south,OR,1.9194,1.7878,2.0510,10.1544,10.0720,10.2368,5.2904,13080,13080,true
25000,five OR style,OR,2.1720,2.0814,2.2626,11.8702,11.8047,11.9357,5.4651,12476,12476,true
25000,five OR third,OR,1.7132,1.6533,1.7731,8.5458,8.4022,8.6894,4.9882,12549,12549,true
25000,five OR thus,OR,1.6148,1.5154,1.7142,8.1836,8.0202,8.3470,5.0679,13238,13238,true
25000,five OR title,OR,5.2288,5.0315,5.4261,17.6482,13.6678,21.6286,3.3752,12484,12484,true
25000,rights OR equality,OR,0.6374,0.5318,0.7430,4.1374,3.8682,4.4066,6.4911,5259,5259,true
25000,scientist OR scientists,OR,0.3614,0.3468,0.3760,2.7850,2.6800,2.8900,7.7061,3569,3569,true
25000,suffrage OR vote,OR,0.2482,0.2355,0.2609,2.4366,2.3936,2.4796,9.8171,2308,2308,true
25000,women OR female,OR,0.9614,0.9426,0.9802,5.4578,5.3598,5.5558,5.6769,6690,6690,true
25000,women OR feminism,OR,0.4872,0.4720,0.5024,3.9648,3.8290,4.1006,8.1379,5228,5228,true
25000,"""17th century""",PHRASE,0.7066,0.5881,0.8251,8.9174,8.6455,9.1893,12.6202,2009,2009,true
25000,"""18th century""",PHRASE,0.7734,0.7497,0.7971,9.0290,8.9693,9.0887,11.6744,2475,2475,true
25000,"""19th century""",PHRASE,1.1874,1.1607,1.2141,10.1042,10.0185,10.1899,8.5095,4821,4821,true
25000,"""20th century""",PHRASE,1.2586,1.2454,1.2718,10.5828,10.3441,10.8215,8.4084,5900,5900,true
25000,"""21st century""",PHRASE,0.6048,0.5728,0.6368,8.5410,8.4905,8.5915,14.1220,2316,2316,true
25000,"""ada lovelace""",PHRASE,0.0130,0.0060,0.0200,1.2612,1.2122,1.3102,97.0154,31,31,true
25000,"""align center""",PHRASE,3.2758,3.2248,3.3268,13.0584,13.0097,13.1071,3.9863,2928,2928,true
25000,"""birth date""",PHRASE,0.5692,0.5433,0.5951,6.6076,6.5729,6.6423,11.6086,3437,3437,true
25000,"""birth name""",PHRASE,0.4776,0.4576,0.4976,8.3932,8.3504,8.4360,17.5737,2010,2010,true
25000,"""birth place""",PHRASE,0.6252,0.6087,0.6417,7.0694,7.0353,7.1035,11.3074,3330,3330,true
25000,"""births category""",PHRASE,0.7946,0.7599,0.8293,10.9400,10.8610,11.0190,13.7679,3581,3581,true
25000,"""category people""",PHRASE,1.8496,1.8304,1.8688,16.9550,16.8731,17.0369,9.1668,2586,2586,true
25000,"""class wikitable""",PHRASE,0.8082,0.7731,0.8433,7.4824,7.4290,7.5358,9.2581,5796,5796,true
25000,"""date birth""",PHRASE,0.5232,0.5003,0.5461,6.6134,6.4830,6.7438,12.6403,2639,2639,true
25000,"""date death""",PHRASE,0.6624,0.5945,0.7303,8.4856,8.4495,8.5217,12.8104,2370,2371,false
25000,"""death date""",PHRASE,0.7490,0.6617,0.8363,8.6510,8.4451,8.8569,11.5501,2976,2976,true
25000,"""death place""",PHRASE,0.8150,0.7114,0.9186,9.0480,9.0002,9.0958,11.1018,2890,2890,true
25000,"""deaths category""",PHRASE,0.8028,0.7630,0.8426,11.4052,11.3415,11.4689,14.2068,3017,3017,true
25000,"""each other""",PHRASE,1.4720,1.4502,1.4938,17.0604,16.9668,17.1540,11.5899,3809,3809,true
25000,"""even though""",PHRASE,0.6434,0.6248,0.6620,8.0240,7.9038,8.1442,12.4712,2274,2274,true
25000,"""female scientists""",PHRASE,0.0872,0.0773,0.0971,3.0332,2.9808,3.0856,34.7844,3,3,true
25000,"""feminist movement""",PHRASE,0.0810,0.0675,0.0945,3.3052,3.2213,3.3891,40.8049,55,55,true
25000,"""first time""",PHRASE,2.3814,2.3603,2.4025,22.6508,22.4934,22.8082,9.5115,3615,3615,true
25000,"""many other""",PHRASE,1.6966,1.6580,1.7352,19.8622,19.8276,19.8968,11.7071,2466,2466,true
25000,"""marie curie""",PHRASE,0.0232,0.0177,0.0287,1.6848,1.5978,1.7718,72.6207,56,56,true
25000,"""most common""",PHRASE,1.0232,0.9953,1.0511,13.6370,13.5185,13.7555,13.3278,2285,2285,true
25000,"""most important""",PHRASE,0.9866,0.9632,1.0100,12.9260,12.8496,13.0024,13.1016,2827,2841,false
25000,"""nbsp million""",PHRASE,0.9548,0.9185,0.9911,11.0042,10.8013,11.2071,11.5251,2061,2061,true
25000,"""north america""",PHRASE,0.6988,0.6733,0.7243,7.7602,7.6794,7.8410,11.1050,2521,2530,false
25000,"""other hand""",PHRASE,0.7058,0.6839,0.7277,25.3804,23.7804,26.9804,35.9598,2037,2037,true
25000,"""prime minister""",PHRASE,1.0588,0.9630,1.1546,6.0876,5.8677,6.3075,5.7495,2562,2562,true
25000,"""right thumb""",PHRASE,1.5478,1.4991,1.5965,19.2024,19.0864,19.3184,12.4063,2237,2237,true
25000,"""same time""",PHRASE,1.2432,1.2177,1.2687,14.7282,14.6595,14.7969,11.8470,3267,3267,true
25000,"""same year""",PHRASE,0.9130,0.8958,0.9302,12.6058,12.5374,12.6742,13.8070,2444,2444,true
25000,"""style text""",PHRASE,3.5070,3.4527,3.5613,13.9866,13.8379,14.1353,3.9882,2538,2547,false
25000,"""text align""",PHRASE,3.9264,3.8798,3.9730,13.5742,13.5270,13.6214,3.4572,2910,2910,true
25000,"""thumb left""",PHRASE,1.9898,1.9672,2.0124,18.2234,18.1029,18.3439,9.1584,4786,4786,true
25000,"""thumb right""",PHRASE,2.5820,2.5567,2.6073,20.5042,20.2248,20.7836,7.9412,6960,6960,true
25000,"""thumb upright""",PHRASE,1.7638,1.6753,1.8523,15.5514,15.3583,15.7445,8.8170,6234,6234,true
25000,"""took place""",PHRASE,0.7764,0.7446,0.8082,8.4168,8.3608,8.4728,10.8408,2729,2729,true
25000,"""united kingdom""",PHRASE,1.3600,1.3078,1.4122,11.8262,11.7193,11.9331,8.6957,4439,4439,true
25000,"""united nations""",PHRASE,0.9396,0.9133,0.9659,10.2476,10.1398,10.3554,10.9063,2075,2075,true
25000,"""united states""",PHRASE,2.8208,2.6124,3.0292,17.1682,16.9483,17.3881,6.0863,9889,9889,true
25000,"""university press""",PHRASE,0.8092,0.7926,0.8258,8.5878,8.4572,8.7184,10.6127,2856,2856,true
25000,"""voting rights""",PHRASE,0.1168,0.1010,0.1326,3.4798,3.3637,3.5959,29.7928,192,192,true
25000,"""well known""",PHRASE,1.1388,1.0110,1.2666,14.4612,13.6477,15.2747,12.6986,2635,2635,true
25000,"""wikitable sortable""",PHRASE,0.2886,0.2832,0.2940,4.0314,3.9547,4.1081,13.9688,2040,2040,true
25000,"""women rights""",PHRASE,0.1876,0.1743,0.2009,5.2836,5.2582,5.3090,28.1642,2,2,true
25000,"""years later""",PHRASE,1.2324,1.1904,1.2744,14.2154,14.1594,14.2714,11.5347,2826,2826,true
25000,"""york city""",PHRASE,0.9446,0.9272,0.9620,10.4004,10.2875,10.5133,11.0104,2434,2465,false
25000,back,TERM,0.0004,-0.0007,0.0015,3.9180,3.8740,3.9620,9795.0000,9149,9149,true
25000,book,TERM,0.0006,-0.0011,0.0023,4.1828,4.1284,4.2372,6971.3333,8038,8038,true
25000,caption,TERM,0.0006,-0.0011,0.0023,2.6106,2.5830,2.6382,4351.0000,8588,8588,true
25000,city,TERM,0.0004,-0.0007,0.0015,6.3766,6.2899,6.4633,15941.5000,9990,9990,true
25000,country,TERM,0.0004,-0.0007,0.0015,4.5990,4.5290,4.6690,11497.5000,8494,8494,true
25000,death,TERM,0.0006,-0.0011,0.0023,4.5950,4.4900,4.7000,7658.3333,9112,9112,true
25000,described,TERM,0.0006,-0.0011,0.0023,3.5170,3.4896,3.5444,5861.6667,8180,8180,true
25000,developed,TERM,0.0006,-0.0011,0.0023,3.7646,3.6878,3.8414,6274.3333,8514,8514,true
25000,development,TERM,0.0004,-0.0007,0.0015,3.9464,3.9000,3.9928,9866.0000,8142,8142,true
25000,down,TERM,0.0006,-0.0011,0.0023,3.5980,3.5145,3.6815,5996.6667,8400,8400,true
25000,education,TERM,0.0004,-0.0007,0.0015,2.8088,2.7907,2.8269,7022.0000,4905,4905,true
25000,either,TERM,0.0006,-0.0011,0.0023,3.4228,3.3837,3.4619,5704.6667,8374,8374,true
25000,equality,TERM,0.0004,-0.0007,0.0015,1.3830,1.3109,1.4551,3457.5000,956,956,true
25000,established,TERM,0.0006,-0.0005,0.0017,4.1950,4.1479,4.2421,6991.6667,8687,8687,true
25000,family,TERM,0.0006,-0.0011,0.0023,3.9788,3.9261,4.0315,6631.3333,8312,8312,true
25000,feminism,TERM,0.0004,-0.0007,0.0015,1.1912,1.1392,1.2432,2978.0000,224,224,true
25000,feminist,TERM,0.0002,-0.0004,0.0008,1.3200,1.2517,1.3883,6600.0000,625,625,true
25000,five,TERM,0.0004,-0.0007,0.0015,3.9682,3.9054,4.0310,9920.5000,9025,9025,true
25000,former,TERM,0.0002,-0.0004,0.0008,3.9094,3.8789,3.9399,19547.0000,8498,8498,true
25000,further,TERM,0.0004,-0.0007,0.0015,3.9576,3.2804,4.6348,9894.0000,8898,8898,true
25000,important,TERM,0.0006,-0.0005,0.0017,7.2798,3.8187,10.7409,12133.0000,8763,8763,true
25000,included,TERM,0.0020,-0.0029,0.0069,10.2898,10.1242,10.4554,5144.9000,8736,8736,true
25000,just,TERM,0.0008,-0.0014,0.0030,4.3128,2.6898,5.9358,5391.0000,8218,8218,true
25000,less,TERM,0.0006,-0.0011,0.0023,3.8526,3.8277,3.8775,6421.0000,9238,9238,true
25000,making,TERM,0.0006,-0.0011,0.0023,3.5218,3.4657,3.5779,5869.6667,8440,8440,true
25000,named,TERM,0.0006,-0.0011,0.0023,3.8242,3.7527,3.8957,6373.6667,8970,8970,true
25000,north,TERM,0.0006,-0.0011,0.0023,5.0092,4.9611,5.0573,8348.6667,9111,9111,true
25000,original,TERM,0.0008,-0.0014,0.0030,3.7574,3.6722,3.8426,4696.7500,8303,8303,true
25000,point,TERM,0.0008,-0.0014,0.0030,3.9660,3.8923,4.0397,4957.5000,8724,8724,true
25000,power,TERM,0.0006,-0.0011,0.0023,4.5480,4.4774,4.6186,7580.0000,8580,8580,true
25000,present,TERM,0.0008,-0.0014,0.0030,3.5476,3.4688,3.6264,4434.5000,8372,8372,true
25000,public,TERM,0.0006,-0.0011,0.0023,4.4554,4.3638,4.5470,7425.6667,8756,8756,true
25000,published,TERM,0.0006,-0.0011,0.0023,3.9580,3.8794,4.0366,6596.6667,8200,8200,true
25000,rather,TERM,0.0006,-0.0011,0.0023,3.4600,3.3802,3.5398,5766.6667,8183,8183,true
25000,related,TERM,0.0006,-0.0011,0.0023,3.3366,3.2126,3.4606,5561.0000,7937,7937,true
25000,result,TERM,0.0008,-0.0014,0.0030,3.6386,3.5637,3.7135,4548.2500,8738,8738,true
25000,rights,TERM,0.0006,-0.0011,0.0023,2.9452,2.9167,2.9737,4908.6667,4863,4863,true
25000,scientist,TERM,0.0006,-0.0011,0.0023,1.6826,1.5961,1.7691,2804.3333,2099,2099,true
25000,scientists,TERM,0.0004,-0.0007,0.0015,1.7744,1.6872,1.8616,4436.0000,2203,2203,true
25000,series,TERM,0.0004,-0.0007,0.0015,4.6304,4.6084,4.6524,11576.0000,8807,8807,true
25000,short,TERM,0.0006,-0.0011,0.0023,3.4978,3.4314,3.5642,5829.6667,7917,7917,true
25000,single,TERM,0.0006,-0.0011,0.0023,3.8534,3.7657,3.9411,6422.3333,8744,8744,true
25000,sometimes,TERM,0.0006,-0.0011,0.0023,3.4356,3.3991,3.4721,5726.0000,8141,8141,true
25000,south,TERM,0.0006,-0.0011,0.0023,5.1536,5.1114,5.1958,8589.3333,8973,8973,true
25000,style,TERM,0.0004,-0.0007,0.0015,6.4566,6.4115,6.5017,16141.5000,8072,8072,true
25000,suffrage,TERM,0.0006,-0.0011,0.0023,1.2630,1.2346,1.2914,2105.0000,469,469,true
25000,third,TERM,0.0004,-0.0007,0.0015,3.8018,3.7231,3.8805,9504.5000,8688,8688,true
25000,thus,TERM,0.0004,-0.0007,0.0015,3.6060,3.5496,3.6624,9015.0000,8411,8411,true
25000,vote,TERM,0.0004,-0.0007,0.0015,1.9520,1.8880,2.0160,4880.0000,2148,2148,true
25000,women,TERM,0.0004,-0.0007,0.0015,3.2806,3.1788,3.3824,8201.5000,5202,5202,true
25000,area,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.4450,4.3950,4.4950,11112.5000,8109,8109,true
25000,back,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.9432,3.8322,4.0542,9858.0000,9149,9149,true
25000,book,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.2032,4.1219,4.2845,10508.0000,8038,8038,true
25000,caption,TFIDF_TOPK,0.0006,-0.0011,0.0023,2.6114,2.5227,2.7001,4352.3333,8588,8588,true
25000,central,TFIDF_TOPK,0.0006,-0.0005,0.0017,3.9946,3.8889,4.1003,6657.6667,8124,8124,true
25000,city,TFIDF_TOPK,0.0006,-0.0011,0.0023,6.4584,6.3214,6.5954,10764.0000,9990,9990,true
25000,country,TFIDF_TOPK,0.0006,-0.0011,0.0023,4.5850,4.4915,4.6785,7641.6667,8494,8494,true
25000,created,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.5382,3.4733,3.6031,8845.5000,8262,8262,true
25000,death,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.5554,4.5150,4.5958,11388.5000,9112,9112,true
25000,described,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.5340,3.4912,3.5768,5890.0000,8180,8180,true
25000,developed,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.8254,3.7437,3.9071,6375.6667,8514,8514,true
25000,development,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.9816,3.9112,4.0520,6636.0000,8142,8142,true
25000,does,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.4780,3.4012,3.5548,8695.0000,7893,7893,true
