docs,query,operator_type,memory_latency_ms,memory_latency_ci_low_ms,memory_latency_ci_high_ms,mmap_latency_ms,mmap_latency_ci_low_ms,mmap_latency_ci_high_ms,mmap_to_memory_ratio,memory_hits,mmap_hits,results_equal
25000,down,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.7008,3.5876,3.8140,6168.0000,8400,8400,true
25000,either,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.4462,3.3584,3.5340,8615.5000,8374,8374,true
25000,established,TFIDF_TOPK,0.0006,-0.0011,0.0023,4.2518,4.1557,4.3479,7086.3333,8687,8687,true
25000,family,TFIDF_TOPK,0.0006,-0.0011,0.0023,4.0608,4.0040,4.1176,6768.0000,8312,8312,true
25000,feminism AND women,TFIDF_TOPK,0.0954,0.0868,0.1040,3.4692,3.4182,3.5202,36.3648,198,198,true
25000,five,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.9850,3.9407,4.0293,6641.6667,9025,9025,true
25000,former,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.9556,3.9390,3.9722,9889.0000,8498,8498,true
25000,further,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.7018,3.6547,3.7489,9254.5000,8898,8898,true
25000,held,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.8802,3.8341,3.9263,9700.5000,8255,8255,true
25000,important,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.8042,3.7786,3.8298,9510.5000,8763,8763,true
25000,included,TFIDF_TOPK,0.0014,-0.0025,0.0053,3.8308,3.8091,3.8525,2736.2857,8736,8736,true
25000,just,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.4054,3.3406,3.4702,8513.5000,8218,8218,true
25000,less,TFIDF_TOPK,0.0010,-0.0018,0.0038,3.7844,3.6671,3.9017,3784.4000,9238,9238,true
25000,making,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.4868,3.4402,3.5334,8717.0000,8440,8440,true
25000,named,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.7724,3.7273,3.8175,9431.0000,8970,8970,true
25000,near,TFIDF_TOPK,0.0006,-0.0005,0.0017,3.7394,3.6847,3.7941,6232.3333,8602,8602,true
25000,north,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.9090,4.8123,5.0057,12272.5000,9111,9111,true
25000,original,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.7582,3.6714,3.8450,9395.5000,8303,8303,true
25000,point,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.9812,3.8943,4.0681,9953.0000,8724,8724,true
25000,power,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.4802,4.3759,4.5845,11200.5000,8580,8580,true
25000,present,TFIDF_TOPK,0.0008,-0.0008,0.0024,3.5388,3.5120,3.5656,4423.5000,8372,8372,true
25000,public,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.4086,4.3294,4.4878,11021.5000,8756,8756,true
25000,published,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.9808,3.9125,4.0491,6634.6667,8200,8200,true
25000,rather,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.4770,3.4334,3.5206,8692.5000,8183,8183,true
25000,related,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.2714,3.2173,3.3255,8178.5000,7937,7937,true
25000,result,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.6280,3.5628,3.6932,6046.6667,8738,8738,true
25000,series,TFIDF_TOPK,0.0006,-0.0011,0.0023,4.6652,4.6012,4.7292,7775.3333,8807,8807,true
25000,short,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.5192,3.4226,3.6158,8798.0000,7917,7917,true
25000,single,TFIDF_TOPK,0.0004,-0.0007,0.0015,3.9254,3.8591,3.9917,9813.5000,8744,8744,true
25000,sometimes,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.4842,3.4257,3.5427,5807.0000,8141,8141,true
25000,south,TFIDF_TOPK,0.0004,-0.0007,0.0015,5.1478,5.0519,5.2437,12869.5000,8973,8973,true
25000,style,TFIDF_TOPK,0.0006,-0.0011,0.0023,6.5212,6.4582,6.5842,10868.6667,8072,8072,true
25000,third,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.8248,3.7743,3.8753,6374.6667,8688,8688,true
25000,thus,TFIDF_TOPK,0.0006,-0.0011,0.0023,3.6964,3.5610,3.8318,6160.6667,8411,8411,true
25000,title,TFIDF_TOPK,0.0004,-0.0007,0.0015,4.1748,3.7840,4.5656,10437.0000,8185,8185,true
25000,women AND rights,TFIDF_TOPK,0.4912,0.4676,0.5148,5.6540,5.6111,5.6969,11.5106,2246,2246,true
25000,women AND science,TFIDF_TOPK,0.3744,0.3577,0.3911,5.7994,5.7332,5.8656,15.4899,1704,1704,true
