corpus_name,docs,total_tokens,unique_terms,avg_doc_len,min_doc_len,max_doc_len,total_postings,total_positions,vocabulary_size,top_10_terms_by_df,top_10_terms_by_ttf
wiki,5000,17319971,313566,3463.99,28,21518,5102583,17319971,313566,of:4983;the:4980;to:4956;in:4952;a:4944;and:4922;by:4787;for:4710;as:4690;is:4684,the:1109032;of:610427;and:464266;in:422403;a:324345;to:321071;is:153418;as:141169;was:122096;for:120927
