corpus_name,docs,query,operator_type,rank_mode,backend,iterations,hits,avg_latency_ms,avg_latency_ci_low_ms,avg_latency_ci_high_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,qps,qps_ci_low,qps_ci_high,alloc_bytes_per_query,allocs_per_query
wiki,835456,many ADJ other,ADJ,bm25,mmap-shards,5,23799,67.6020,27.6056,107.5984,53.4390,57.9040,49.3430,124.9710,14.7925,9.2938,36.2245,180142664,3597173
wiki,835456,most ADJ common,ADJ,bm25,mmap-shards,5,19031,36.4732,32.5673,40.3791,34.9910,37.2770,34.0420,41.6340,27.4174,24.7653,30.7057,128482643,2204480
wiki,835456,most ADJ important,ADJ,bm25,mmap-shards,5,25833,49.8056,28.1168,71.4944,41.2220,59.8980,33.5580,75.5150,20.0781,13.9871,35.5659,128232587,2177373
wiki,835456,nbsp ADJ million,ADJ,bm25,mmap-shards,5,15382,32.4650,29.0801,35.8499,31.4870,33.8930,30.0720,36.5290,30.8024,27.8940,34.3878,123345540,1479048
wiki,835456,north ADJ america,ADJ,bm25,mmap-shards,5,35063,46.7018,25.5880,67.8156,41.3990,61.9020,30.7230,67.4060,21.4125,14.7459,39.0809,116483988,1723616
wiki,835456,other ADJ hand,ADJ,bm25,mmap-shards,5,16025,38.4954,36.6548,40.3360,38.1400,39.0290,37.1870,40.7970,25.9771,24.7917,27.2816,143094033,2559609
wiki,835456,prime ADJ minister,ADJ,bm25,mmap-shards,5,31936,21.5728,19.0767,24.0689,20.7820,21.6810,19.7530,24.9560,46.3547,41.5473,52.4201,79364140,647409
wiki,835456,right ADJ thumb,ADJ,bm25,mmap-shards,5,27418,57.6226,39.1348,76.1104,51.9450,52.6960,48.2490,84.0910,17.3543,13.1388,25.5527,179620494,3027390
wiki,835456,same ADJ time,ADJ,bm25,mmap-shards,5,37678,67.0554,35.8906,98.2202,49.1560,90.3040,48.4420,98.4400,14.9130,10.1812,27.8624,158807044,2958454
wiki,835456,same ADJ year,ADJ,bm25,mmap-shards,5,40847,48.8718,44.2136,53.5300,47.8250,49.6370,45.0980,54.9100,20.4617,18.6811,22.6175,156018643,2865454
wiki,835456,style ADJ text,ADJ,bm25,mmap-shards,5,64612,75.7656,29.7408,121.7904,60.4020,60.6540,57.3020,142.0370,13.1986,8.2108,33.6238,246577880,1724152
wiki,835456,text ADJ align,ADJ,bm25,mmap-shards,5,72029,74.3220,36.5559,112.0881,65.2970,73.0090,52.3620,126.6280,13.4550,8.9216,27.3554,245776417,1450402
wiki,835456,thumb ADJ left,ADJ,bm25,mmap-shards,5,72673,76.5414,47.9871,105.0957,67.6810,75.0020,58.3750,116.2920,13.0648,9.5151,20.8390,198764140,3192464
wiki,835456,thumb ADJ right,ADJ,bm25,mmap-shards,5,94937,69.4296,59.3560,79.5032,67.7230,70.8180,62.5540,82.6540,14.4031,12.5781,16.8475,200989504,3160538
wiki,835456,thumb ADJ upright,ADJ,bm25,mmap-shards,5,48037,66.5448,33.1295,99.9601,50.1240,73.0230,48.8880,111.1150,15.0275,10.0040,30.1845,139440745,2192388
wiki,835456,took ADJ place,ADJ,bm25,mmap-shards,5,40297,41.9196,35.4790,48.3602,41.8800,42.6470,36.3460,50.0250,23.8552,20.6781,28.1857,133369950,2412998
wiki,835456,united ADJ kingdom,ADJ,bm25,mmap-shards,5,75857,66.6830,15.0307,118.3353,47.7180,49.4600,47.4310,141.0960,14.9963,8.4506,66.5305,152095504,2384036
wiki,835456,united ADJ nations,ADJ,bm25,mmap-shards,5,14775,37.2278,34.7420,39.7136,37.6760,38.8030,34.2310,39.1110,26.8616,25.1803,28.7836,124263422,1905734
wiki,835456,united ADJ states,ADJ,bm25,mmap-shards,5,259210,106.8708,52.4217,161.3199,98.7160,102.3840,73.3060,182.0010,9.3571,6.1989,19.0761,244216913,3719011
wiki,835456,university ADJ press,ADJ,bm25,mmap-shards,5,28199,51.7964,21.1287,82.4641,42.4320,53.2480,32.2610,93.7410,19.3064,12.1265,47.3291,114851540,1523849
wiki,835456,voting ADJ rights,ADJ,bm25,mmap-shards,5,1807,19.4426,18.5104,20.3748,19.8050,19.9040,18.1510,19.9350,51.4335,49.0801,54.0238,63998667,408963
wiki,835456,well ADJ known,ADJ,bm25,mmap-shards,5,33659,47.2994,43.7076,50.8912,45.3480,49.6540,45.1170,51.1710,21.1419,19.6498,22.8793,154481339,3062429
wiki,835456,wikitable ADJ sortable,ADJ,bm25,mmap-shards,5,50721,43.1620,19.0430,67.2810,31.8850,59.6040,26.7080,68.5270,23.1685,14.8630,52.5126,96223371,1160530
wiki,835456,women ADJ rights,ADJ,bm25,mmap-shards,5,35,21.7712,20.0143,23.5281,21.6570,22.0160,19.8130,23.7880,45.9322,42.5024,49.9642,79563088,806241
wiki,835456,years ADJ later,ADJ,bm25,mmap-shards,5,43148,62.7868,30.2643,95.3093,52.4400,54.9780,48.1540,109.3920,15.9269,10.4922,33.0422,173182518,3361413
wiki,835456,york ADJ city,ADJ,bm25,mmap-shards,5,48277,38.1880,35.3584,41.0176,37.5050,40.3110,35.3710,40.7370,26.1862,24.3798,28.2818,150191252,2191391
wiki,835456,equality AND rights,AND,bm25,mmap-shards,5,4515,16.3444,15.3318,17.3570,16.2700,17.0970,15.3560,17.2290,61.1830,57.6135,65.2241,63374288,380601
wiki,835456,female AND scientists,AND,bm25,mmap-shards,5,2836,20.0030,15.7250,24.2810,18.9690,19.3210,17.1010,25.9780,49.9925,41.1844,63.5931,67993449,563631
wiki,835456,feminism AND women,AND,bm25,mmap-shards,5,1890,29.1162,12.1542,46.0782,20.1680,40.3460,18.8580,47.3080,34.3451,21.7022,82.2763,69536064,500959
wiki,835456,feminist AND movement,AND,bm25,mmap-shards,5,2719,15.7482,14.7267,16.7697,15.5460,16.0940,14.8510,16.9790,63.4993,59.6314,67.9038,63332683,398785
wiki,835456,five AND back,AND,bm25,mmap-shards,5,65786,30.6706,28.2600,33.0812,29.5640,31.8930,29.0350,33.4960,32.6045,30.2286,35.3857,117698558,1818338
wiki,835456,five AND book,AND,bm25,mmap-shards,5,43179,46.1152,23.2094,69.0210,34.8430,65.8270,31.1320,66.7100,21.6848,14.4884,43.0859,108907139,1586974
wiki,835456,five AND caption,AND,bm25,mmap-shards,5,90779,34.6796,31.0327,38.3265,32.7980,37.5370,32.2520,38.2220,28.8354,26.0916,32.2241,148455624,2791536
wiki,835456,five AND city,AND,bm25,mmap-shards,5,77720,54.7668,31.3209,78.2127,45.6520,70.4690,38.8730,79.4340,18.2592,12.7856,31.9276,151711694,2338417
wiki,835456,five AND country,AND,bm25,mmap-shards,5,70964,33.1728,30.8214,35.5242,32.4850,33.2010,31.8530,36.4180,30.1452,28.1499,32.4450,131337384,2226044
wiki,835456,five AND death,AND,bm25,mmap-shards,5,62446,48.1872,23.8284,72.5460,37.2970,61.2090,31.7580,76.3080,20.7524,13.7843,41.9668,126405502,2011423
wiki,835456,five AND described,AND,bm25,mmap-shards,5,38922,29.2952,27.1019,31.4885,28.5430,29.4660,28.0880,32.2910,34.1353,31.7577,36.8977,100907734,1459718
wiki,835456,five AND developed,AND,bm25,mmap-shards,5,37849,28.4936,26.9532,30.0340,28.0120,29.1670,27.2090,30.3100,35.0956,33.2956,37.1014,100921796,1452613
wiki,835456,five AND development,AND,bm25,mmap-shards,5,41247,46.9074,24.0405,69.7743,49.1100,49.5530,29.4730,75.1330,21.3186,14.3319,41.5965,104548619,1516956
wiki,835456,five AND down,AND,bm25,mmap-shards,5,58096,36.3724,33.6205,39.1243,37.4310,37.8640,32.8510,38.1690,27.4934,25.5595,29.7438,112203408,1704437
wiki,835456,five AND either,AND,bm25,mmap-shards,5,35788,32.8114,29.3320,36.2908,32.9940,34.1780,29.0620,36.4650,30.4772,27.5552,34.0925,97493968,1391588
wiki,835456,five AND established,AND,bm25,mmap-shards,5,65035,56.7064,33.2502,80.1626,45.3770,75.3140,40.6980,79.2230,17.6347,12.4746,30.0750,129458705,2142184
wiki,835456,five AND family,AND,bm25,mmap-shards,5,61112,37.3908,34.5215,40.2601,36.2660,36.9900,35.9900,41.4710,26.7445,24.8385,28.9675,123080590,1973106
wiki,835456,five AND former,AND,bm25,mmap-shards,5,72082,56.7462,32.1247,81.3677,63.4020,65.0730,35.4650,82.1100,17.6223,12.2899,31.1287,128368177,2094768
wiki,835456,five AND further,AND,bm25,mmap-shards,5,48014,33.9500,29.8310,38.0690,33.3810,35.0240,30.9520,39.0990,29.4551,26.2681,33.5221,104271960,1539357
wiki,835456,five AND important,AND,bm25,mmap-shards,5,36414,31.8440,30.9654,32.7226,32.2560,32.2990,30.8390,32.4640,31.4031,30.5599,32.2941,100134656,1437953
wiki,835456,five AND included,AND,bm25,mmap-shards,5,62946,56.0348,30.6588,81.4108,55.4960,57.6550,38.1350,89.0050,17.8461,12.2834,32.6170,115084758,1770189
wiki,835456,five AND just,AND,bm25,mmap-shards,5,56540,35.3262,30.7377,39.9147,35.9440,36.8660,31.2750,40.3770,28.3076,25.0534,32.5334,110099668,1668627
wiki,835456,five AND less,AND,bm25,mmap-shards,5,38947,30.7708,28.5692,32.9724,30.0610,31.0350,29.2590,33.7250,32.4983,30.3284,35.0028,99700300,1427654
wiki,835456,five AND making,AND,bm25,mmap-shards,5,49075,39.5290,22.5294,56.5286,30.7290,53.8680,27.6930,55.0680,25.2979,17.6902,44.3865,104268547,1539275
wiki,835456,five AND named,AND,bm25,mmap-shards,5,67786,32.2116,30.9353,33.4879,32.4580,32.7810,31.0640,33.4890,31.0447,29.8615,32.3256,125005088,2049819
wiki,835456,five AND north,AND,bm25,mmap-shards,5,66780,53.3714,30.4449,76.2979,42.4200,72.1970,37.4430,74.7720,18.7366,13.1065,32.8462,134012740,2100509
wiki,835456,five AND original,AND,bm25,mmap-shards,5,55577,30.1082,28.1269,32.0895,30.5790,31.3210,28.1350,31.7630,33.2135,31.1628,35.5532,113970745,1751856
wiki,835456,five AND point,AND,bm25,mmap-shards,5,48552,28.3796,26.0478,30.7114,28.5980,28.6050,26.1760,31.2100,35.2366,32.5612,38.3910,107799664,1597292
wiki,835456,five AND power,AND,bm25,mmap-shards,5,44094,36.9292,22.5269,51.3315,32.5930,38.5650,27.3800,56.2950,27.0788,19.4812,44.3914,107013576,1529061
wiki,835456,five AND present,AND,bm25,mmap-shards,5,54043,31.1398,29.2565,33.0231,30.3970,32.5260,29.6000,32.9950,32.1132,30.2818,34.1805,115341433,1802297
wiki,835456,five AND public,AND,bm25,mmap-shards,5,59732,46.3268,23.4746,69.1790,34.1640,59.7620,32.5770,72.0590,21.5858,14.4553,42.5992,119705953,1843161
wiki,835456,five AND published,AND,bm25,mmap-shards,5,42593,28.1562,26.3216,29.9908,27.9870,28.6420,26.3460,30.3310,35.5162,33.3436,37.9916,107661713,1593476
wiki,835456,five AND rather,AND,bm25,mmap-shards,5,34554,27.5446,25.2204,29.8688,26.5160,28.7890,25.7470,30.1970,36.3048,33.4798,39.6504,96714563,1369038
wiki,835456,five AND related,AND,bm25,mmap-shards,5,32924,31.3860,20.9097,41.8623,27.9890,28.6010,26.7160,46.4260,31.8613,23.8878,47.8248,97290148,1393972
wiki,835456,five AND result,AND,bm25,mmap-shards,5,47105,28.3374,26.8199,29.8549,28.7650,29.1180,26.3030,29.3440,35.2891,33.4953,37.2858,104992275,1545935
wiki,835456,five AND series,AND,bm25,mmap-shards,5,61486,54.7962,25.5195,84.0729,40.9650,71.8960,36.2690,87.7350,18.2494,11.8944,39.1857,128175201,1847855
wiki,835456,five AND short,AND,bm25,mmap-shards,5,47060,30.0868,28.4498,31.7238,30.6030,30.7730,28.0470,31.4290,33.2372,31.5221,35.1496,106434505,1582176
wiki,835456,five AND single,AND,bm25,mmap-shards,5,51882,36.4074,30.8592,41.9556,35.7620,37.2380,32.0090,43.5420,27.4669,23.8347,32.4052,111668699,1646133
wiki,835456,five AND sometimes,AND,bm25,mmap-shards,5,28890,54.0570,15.8867,92.2273,33.3170,78.5810,30.4390,95.5590,18.4990,10.8428,62.9456,95311784,1345667
wiki,835456,five AND south,AND,bm25,mmap-shards,5,65825,41.6944,39.3759,44.0129,41.5910,41.7800,39.8990,44.7300,23.9840,22.7206,25.3962,134409707,2098327
wiki,835456,five AND style,AND,bm25,mmap-shards,5,63304,65.9842,17.1343,114.8341,50.3480,50.4730,46.3250,136.2820,15.1551,8.7082,58.3626,194712710,1927345
wiki,835456,five AND third,AND,bm25,mmap-shards,5,63481,36.2196,35.3950,37.0442,36.3330,36.7010,35.5190,36.9880,27.6094,26.9947,28.2526,114664737,1728214
wiki,835456,five AND thus,AND,bm25,mmap-shards,5,32082,49.6916,13.1876,86.1956,33.4250,56.7930,27.2680,98.2090,20.1241,11.6015,75.8285,96036449,1355894
wiki,835456,five AND title,AND,bm25,mmap-shards,5,69326,40.8592,37.6760,44.0424,41.4010,42.9630,37.6710,43.5040,24.4743,22.7054,26.5421,132844766,2142435
wiki,835456,women AND education,AND,bm25,mmap-shards,5,26654,29.3284,28.4570,30.1998,29.0730,29.9050,28.5670,30.2180,34.0966,33.1128,35.1408,91829566,1037671
wiki,835456,women AND rights,AND,bm25,mmap-shards,5,19722,36.0290,4.9097,67.1483,24.3080,27.2250,23.6010,80.7990,27.7554,14.8924,203.6797,84459560,847544
wiki,835456,women AND science,AND,bm25,mmap-shards,5,15455,25.4322,23.7620,27.1024,26.0780,26.1830,23.6450,26.8500,39.3202,36.8971,42.0841,85432809,899649
wiki,835456,women AND suffrage,AND,bm25,mmap-shards,5,2190,18.6822,15.8838,21.4806,17.9730,18.0750,17.2370,22.6660,53.5269,46.5535,62.9574,69703198,507050
wiki,835456,women AND university,AND,bm25,mmap-shards,5,42053,48.6408,26.5700,70.7116,46.1860,64.5420,31.1930,69.2550,20.5589,14.1420,37.6364,121856196,1552159
wiki,835456,women AND vote,AND,bm25,mmap-shards,5,8937,18.5326,17.7083,19.3569,18.2990,19.1790,17.8350,19.2930,53.9590,51.6612,56.4707,76465950,673597
wiki,835456,area,BM25_TOPK,bm25,mmap-shards,5,238455,43.7594,35.8903,51.6285,41.6430,46.6630,37.3410,53.3110,22.8522,19.3692,27.8627,101575358,1248078
wiki,835456,back,BM25_TOPK,bm25,mmap-shards,5,166917,41.0220,10.8901,71.1539,27.4310,46.3090,24.1490,81.3780,24.3772,14.0540,91.8266,76864729,848317
wiki,835456,book,BM25_TOPK,bm25,mmap-shards,5,129409,24.6918,23.1068,26.2768,24.7860,25.0300,22.9740,26.4790,40.4993,38.0564,43.2773,72757852,663333
wiki,835456,caption,BM25_TOPK,bm25,mmap-shards,5,351780,33.0030,31.7982,34.2078,33.0420,33.2410,31.6500,34.3470,30.3003,29.2331,31.4483,102538160,1773395
wiki,835456,central,BM25_TOPK,bm25,mmap-shards,5,142085,40.7488,16.9558,64.5418,32.6740,57.4090,22.6010,64.9130,24.5406,15.4938,58.9769,73807520,724923
wiki,835456,city,BM25_TOPK,bm25,mmap-shards,5,260427,34.3752,32.4749,36.2755,34.7760,34.9600,32.5990,36.4140,29.0907,27.5668,30.7930,105496611,1344195
wiki,835456,country,BM25_TOPK,bm25,mmap-shards,5,245623,31.3648,29.5398,33.1898,32.0590,32.3450,29.5500,32.8310,31.8829,30.1298,33.8526,89250952,1245886
wiki,835456,created,BM25_TOPK,bm25,mmap-shards,5,130576,40.7168,11.8925,69.5411,25.0690,65.8250,21.2740,66.3620,24.5599,14.3800,84.0866,70296220,663845
wiki,835456,death,BM25_TOPK,bm25,mmap-shards,5,206326,29.0966,26.9052,31.2880,29.0900,29.1810,27.6030,31.9520,34.3683,31.9611,37.1676,85596798,1048283
wiki,835456,described,BM25_TOPK,bm25,mmap-shards,5,106602,20.7154,19.1417,22.2891,20.5890,21.7970,19.3850,22.2070,48.2733,44.8651,52.2418,66334481,542900
wiki,835456,developed,BM25_TOPK,bm25,mmap-shards,5,105566,26.6428,19.3939,33.8917,24.0450,25.8340,22.8500,36.9010,37.5336,29.5058,51.5626,66449289,538006
wiki,835456,development,BM25_TOPK,bm25,mmap-shards,5,116728,31.8534,12.4197,51.2871,25.4210,26.9580,23.5400,59.7410,31.3938,19.4981,80.5174,69212107,596287
wiki,835456,does,BM25_TOPK,bm25,mmap-shards,5,88728,22.3638,20.2173,24.5103,22.8170,23.9140,20.1110,23.9450,44.7151,40.7992,49.4625,63676857,453217
wiki,835456,down,BM25_TOPK,bm25,mmap-shards,5,147538,26.9056,24.0852,29.7260,26.3130,26.3140,25.3800,30.9010,37.1670,33.6406,41.5192,73259656,749641
wiki,835456,either,BM25_TOPK,bm25,mmap-shards,5,94271,41.2652,8.4690,74.0614,23.8990,56.1880,22.3590,80.9390,24.2335,13.5023,118.0779,64150587,480729
wiki,835456,established,BM25_TOPK,bm25,mmap-shards,5,231462,40.3590,38.8354,41.8826,39.9070,41.0380,39.3000,42.1700,24.7776,23.8762,25.7497,88518012,1174015
wiki,835456,family,BM25_TOPK,bm25,mmap-shards,5,199153,37.4698,31.9805,42.9591,36.6170,38.7960,33.0630,44.3640,26.6882,23.2780,31.2690,83318902,1012370
wiki,835456,feminism AND women,BM25_TOPK,bm25,mmap-shards,5,1890,20.4248,18.7361,22.1135,20.9500,21.3820,18.8330,21.8340,48.9601,45.2212,53.3729,69536044,500959
wiki,835456,five,BM25_TOPK,bm25,mmap-shards,5,166754,49.3946,15.9729,82.8163,30.3680,78.4660,29.1140,79.2930,20.2451,12.0749,62.6059,76392726,846568
wiki,835456,former,BM25_TOPK,bm25,mmap-shards,5,219102,35.2594,33.2142,37.3046,35.1500,36.4370,33.6080,37.3620,28.3612,26.8064,30.1076,86041171,1112359
wiki,835456,further,BM25_TOPK,bm25,mmap-shards,5,118855,25.4440,21.8655,29.0225,24.8530,25.8810,23.1080,30.1630,39.3020,34.4560,45.7341,68140284,604316
wiki,835456,held,BM25_TOPK,bm25,mmap-shards,5,149748,29.9126,27.1751,32.6501,30.3560,31.9490,27.4480,32.0300,33.4307,30.6278,36.7984,74105715,761526
wiki,835456,important,BM25_TOPK,bm25,mmap-shards,5,103246,41.1564,15.2982,67.0146,29.1870,46.6380,26.7290,75.4380,24.2976,14.9221,65.3672,65966737,526265
wiki,835456,included,BM25_TOPK,bm25,mmap-shards,5,158805,26.8068,24.5789,29.0347,26.0490,26.1370,25.8360,30.0110,37.3040,34.4416,40.6852,74698148,805665
wiki,835456,just,BM25_TOPK,bm25,mmap-shards,5,141123,24.9654,23.1296,26.8012,24.1240,26.1980,23.7550,26.9110,40.0554,37.3118,43.2346,71740587,716509
wiki,835456,less,BM25_TOPK,bm25,mmap-shards,5,100188,25.1014,22.3765,27.8263,24.3200,26.1250,22.6140,28.3340,39.8384,35.9373,44.6897,65265278,510708
wiki,835456,making,BM25_TOPK,bm25,mmap-shards,5,118385,38.5280,12.7647,64.2913,28.7760,54.9890,19.5570,66.1240,25.9551,15.5542,78.3409,67991953,601917
wiki,835456,named,BM25_TOPK,bm25,mmap-shards,5,212516,29.4584,27.1885,31.7283,30.0680,30.6300,26.8540,31.3710,33.9462,31.5176,36.7802,83245468,1075987
wiki,835456,near,BM25_TOPK,bm25,mmap-shards,5,151799,23.6432,21.8019,25.4845,23.0700,23.8830,22.2000,26.0730,42.2955,39.2395,45.8676,74370729,772429
wiki,835456,north,BM25_TOPK,bm25,mmap-shards,5,220341,31.7514,28.9799,34.5229,30.6070,31.6880,30.4010,35.6310,31.4947,28.9663,34.5066,91232161,1128216
wiki,835456,original,BM25_TOPK,bm25,mmap-shards,5,157895,42.9322,14.9983,70.8661,29.4120,57.2550,24.5570,75.6470,23.2925,14.1111,66.6741,75509436,802856
wiki,835456,point,BM25_TOPK,bm25,mmap-shards,5,129663,24.0922,21.2407,26.9437,23.0830,24.1000,22.2450,28.0280,41.5072,37.1144,47.0795,71282025,661622
wiki,835456,power,BM25_TOPK,bm25,mmap-shards,5,117592,22.7322,20.6163,24.8481,22.3900,23.3840,21.1250,25.3370,43.9905,40.2446,48.5052,70631396,603113
wiki,835456,present,BM25_TOPK,bm25,mmap-shards,5,168639,31.2218,28.3306,34.1130,30.9070,33.2980,27.7180,33.4140,32.0289,29.3143,35.2975,77043987,856004
wiki,835456,public,BM25_TOPK,bm25,mmap-shards,5,173634,36.6536,16.7984,56.5088,29.9380,36.6300,26.0780,64.2360,27.2824,17.6963,59.5296,79965230,885590
wiki,835456,published,BM25_TOPK,bm25,mmap-shards,5,131382,24.1300,21.9150,26.3450,24.0370,25.1070,21.8110,26.4850,41.4422,37.9578,45.6309,71952065,670649
wiki,835456,rather,BM25_TOPK,bm25,mmap-shards,5,90298,20.1272,17.6958,22.5586,19.0200,21.7440,18.1970,22.6770,49.6840,44.3291,56.5104,63630286,460701
wiki,835456,related,BM25_TOPK,bm25,mmap-shards,5,95908,20.9548,18.2011,23.7085,19.7910,22.7750,18.9550,23.8750,47.7218,42.1789,54.9419,64492801,489019
wiki,835456,result,BM25_TOPK,bm25,mmap-shards,5,120314,33.0700,15.7948,50.3452,26.0330,45.3100,20.6790,50.7320,30.2389,19.8629,63.3118,69060980,612936
wiki,835456,series,BM25_TOPK,bm25,mmap-shards,5,171488,28.1562,24.8710,31.4414,26.8580,28.6510,26.0860,32.5650,35.5162,31.8052,40.2075,86066796,887006
wiki,835456,short,BM25_TOPK,bm25,mmap-shards,5,127494,24.6344,22.0294,27.2394,25.4740,25.9840,21.0000,26.0020,40.5936,36.7116,45.3938,70325033,649503
wiki,835456,single,BM25_TOPK,bm25,mmap-shards,5,137891,27.8372,25.8094,29.8650,28.3860,28.5070,25.8480,29.9060,35.9232,33.4840,38.7456,73353640,704603
wiki,835456,sometimes,BM25_TOPK,bm25,mmap-shards,5,87869,27.5678,11.4869,43.6487,23.5270,23.8260,19.7640,50.5010,36.2742,22.9102,87.0555,63310048,448721
wiki,835456,south,BM25_TOPK,bm25,mmap-shards,5,219814,34.5458,31.7695,37.3221,34.2150,35.1730,32.2590,38.0200,28.9471,26.7938,31.4767,92348033,1128050
wiki,835456,style,BM25_TOPK,bm25,mmap-shards,5,176946,53.9394,12.4318,95.4470,38.8820,40.5520,38.1420,113.7250,18.5393,10.4770,80.4386,141736995,965168
wiki,835456,third,BM25_TOPK,bm25,mmap-shards,5,149887,30.9894,28.5176,33.4612,30.6020,32.5860,28.6070,33.4190,32.2691,29.8854,35.0660,74081619,762734
wiki,835456,thus,BM25_TOPK,bm25,mmap-shards,5,88642,24.4284,21.4584,27.3984,24.9380,26.0000,20.8190,26.9200,40.9360,36.4984,46.6019,63537603,452674
wiki,835456,title,BM25_TOPK,bm25,mmap-shards,5,229068,35.5342,32.9300,38.1384,34.4300,37.4160,33.6440,38.1700,28.1419,26.2203,30.3674,90575934,1165381
wiki,835456,women AND rights,BM25_TOPK,bm25,mmap-shards,5,19722,45.2522,9.0037,81.5007,29.1480,52.3270,24.0370,93.4900,22.0984,12.2698,111.0649,84459592,847544
